id,nombre,domicilio,telefono,email,web,tipo,calle,altura,direccion,Long,Lat
556,HOSTEL COSME,BRASIL 921,4300-0445,info@hotelcosme.com.ar,www.hotelcosme.com.ar,Hospedaje,BRASIL,0,, , 
555,HOTEL CENTRAL,BRASIL 1327,4304-3783,,,Hospedaje,BRASIL,1327,BRASIL 1327,-58.384776,-34.628218
554,HOTEL ALSINA,24 DE NOVIEMBRE 190,4931-9393,,,Hospedaje,24 DE NOVIEMBRE,190,24 DE NOVIEMBRE 190,-58.411446,-34.612904
553,DERBY HOTEL,"URIBURU JOSE E., PRES. 265",4953-0582,,http://www.derbyhome-hotel.com.ar/,Hospedaje,URIBURU,265,"URIBURU JOSE E., PRES. 265",-58.397879,-34.606550
552,HOTEL DEL PRADO,PARAGUAY 2385,4961-1192,reservas@hoteldelprado-ba.com.ar,http://www.hoteldelprado-ba.com.ar/,Hospedaje,PARAGUAY,2385,PARAGUAY 2385,-58.401761,-34.597787
551,HOTEL WENDY,BRASIL 1334,4304-1896,,,Hospedaje,BRASIL,1334,BRASIL 1334,-58.384908,-34.628325
550,MUNDO HOTEL,"MITRE, BARTOLOME 1671",4373-8709,mundo@yahoo.com.ar,,Hospedaje,BARTOLOME MITRE,1671,"MITRE, BARTOLOME 1671",-58.390270,-34.607854
549,HOTEL CAOCA,"MITRE, BARTOLOME 1688",4383-9950,info@hotelcaoca.com.ar,,Hospedaje,BARTOLOME MITRE,1688,"MITRE, BARTOLOME 1688",-58.390437,-34.607923
548,HOTEL NUEVA ESPAÑA,LA RIOJA 193,4932-3992,,,Hospedaje,LA RIOJA,193,LA RIOJA 193,-58.408774,-34.612507
547,HOTEL ITALIA,GASCON 495,0221 558-0204,,,Hospedaje,GASCON,495,GASCON 495,-58.424514,-34.606079
546,HOTEL EL FAMILIAR,"MITRE, BARTOLOME 2632",4954-3902,,,Hospedaje,BARTOLOME MITRE,2632,"MITRE, BARTOLOME 2632",-58.403859,-34.608760
545,HOTEL ALMAFI,"SAENZ PEÑA, LUIS, PRES. 947",4305-3890,amalfi.hotel1@gmail.com,,Hospedaje,LUIS SAENZ PEÑA,947,"SAENZ PEÑA, LUIS, PRES. 947",-58.387383,-34.619329
544,HOTEL MINERVA,"CALVO, CARLOS 1434",4306-0851,,http://www.hotel-minerva.com.ar/,Hospedaje,CARLOS CALVO,1434,"CALVO, CARLOS 1434",-58.386347,-34.619938
543,HOTEL AMBAR,JUNIN 62,4953-1736,,,Hospedaje,JUNIN,62,JUNIN 62,-58.396398,-34.608718
542,HOTEL MARFIL,ECUADOR 282,4861-1570,,,Hospedaje,ECUADOR,282,ECUADOR 282,-58.408954,-34.607066
541,HOTEL ORLEANS,CALLAO AV. 680,4812-9342,consultas@orleanshotel.com.ar,http://www.orleanshotel.com.ar/,Hospedaje,CALLAO,680,CALLAO AV. 680,-58.392833,-34.601083
540,HOTEL JARDIN,CATAMARCA 895,4931-7530,,,Hospedaje,CATAMARCA,895,CATAMARCA 895,-58.404872,-34.620093
539,HOTEL HELEN,CONDARCO 552,4611-2862,,,Hospedaje,CONDARCO,552,CONDARCO 552,-58.469184,-34.624917
538,COSTA AZUL,"ALBERDI, JUAN BAUTISTA AV. 3327",4612-5983,,http://www.hotel-en-flores.com.ar/,Hospedaje,JUAN BAUTISTA ALBERDI,3327,"ALBERDI, JUAN BAUTISTA AV. 3327",-58.473749,-34.634911
537,HOTEL PAPI,AVELLANEDA AV. 2821,4611-8177,contacto@hotelpapi.com.ar,http://www.hotelpapi.com.ar/,Hospedaje,AVELLANEDA,2821,AVELLANEDA AV. 2821,-58.470638,-34.625992
536,HOTEL HERCULES 78,COCHABAMBA 1236,4304-6306,,,Hospedaje,COCHABAMBA,1236,COCHABAMBA 1236,-58.383486,-34.623981
535,HOTELM IBERIA,CIUDADELA 1272,4305-7061,,,Hospedaje,CIUDADELA,1272,CIUDADELA 1272,-58.383927,-34.627541
534,HOTEL A. B. C. De Nuqez Jose Y Nuqez Beatriz S.H,SANTIAGO DEL ESTERO 1640,4304-2706,,,Hospedaje,SANTIAGO DEL ESTERO,1640,SANTIAGO DEL ESTERO 1640,-58.384306,-34.627440
533,CARLOS I,"CALVO, CARLOS 1463",4305-3700,,,Hospedaje,CARLOS CALVO,1463,"CALVO, CARLOS 1463",-58.386771,-34.619881
532,CARLY,HUMBERTO 1° 466,4361-7710,,http://hotel-carly-buenos-aires.bedspro.com/es/,Hospedaje,HUMBERTO PRIMO,466,HUMBERTO 1° 466,-58.372379,-34.620731
531,HOTEL MIRAMAR,SALTA 1429,4306-6038,,,Hospedaje,SALTA,1429,SALTA 1429,-58.382977,-34.625102
530,HOTEL AUTOPISTA,SALTA 1444,4306-0186,,,Hospedaje,SALTA,1444,SALTA 1444,-58.382854,-34.625226
529,HOTEL 9 DE JULIO,LIMA 1417,4305-3967,,,Hospedaje,LIMA,1417,LIMA 1417,-58.382543,-34.624999
528,GRAN HOTEL HISPANO-ARGENTINO,LIMA 1483,4304-5855,,,Hospedaje,LIMA,1483,LIMA 1483,-58.382362,-34.625665
527,BRISAS DEL MAR,HUMBERTO 1° 826,4300-0040,,http://www.hotelbrisasdelmar.com.ar/,Hospedaje,HUMBERTO PRIMO,826,HUMBERTO 1° 826,-58.377640,-34.620915
526,SANTA CRUZ,BOGOTA 2858,4611-2133,hotelsantacruz@gmail.com,http://www.hotelsanta-cruz.com.ar/,Hospedaje,BOGOTA,2858,BOGOTA 2858,-58.470373,-34.627234
525,HOTEL PARIS,"ALVAREZ, DONATO, TTE. GRAL. AV. 2141",4581-0400,aldanaofelia@outlok.com,,Hospedaje,DONATO ALVAREZ,2141,"ALVAREZ, DONATO, TTE. GRAL. AV. 2141",-58.465176,-34.602379
524,HOTEL CIBELLES,"CEVALLOS, VIRREY 264",4373-1444,hotelcibeles@hotmail.com.ar,,Hospedaje,VIRREY CEVALLOS,264,"CEVALLOS, VIRREY 264",-58.388889,-34.612035
523,HOTEL SEVILLA,SOLIS 138,,,,Hospedaje,SOLIS,138,SOLIS 138,-58.390339,-34.610676
